Token ID	Source Token	Source Lemma	Source POS	Translated Token	Translated Lemma	Synset ID	Link in Dictionary?
wf	U.N.	u.n.	 	 	 	 
d000.s000.s000	group	group	N	集团	集团	bn:00041942n	True
wf	drafts	draft	 	 	 	 
d000.s000.s001	plan	plan	N	计划	计划	bn:00062759n	True
wf	to	to	 	 	 	 
wf	reduce	reduce	 	 	 	 
wf	The	the	 	 	 	 
wf	U.N.-sponsored	u.n.-sponsored	 	 	 	 
d000.s001.s000	climate	climate	N	气候	气候	bn:00019780n	True
d000.s001.s001	conference	conference	N	大会	大会	bn:00021721n	False
wf	--	--	 	 	 	 
wf	characterized	characterize	 	 	 	 
wf	so	so	 	 	 	 
wf	far	far	 	 	 	 
wf	by	by	 	 	 	 
wf	unruly	unruly	 	 	 	 
d000.s001.s002	posturing	posturing	N	姿态	姿态	bn:00063819n	False
wf	and	and	 	 	 	 
wf	mutual	mutual	 	 	 	 
d000.s001.s003	recriminations	recrimination	N	指责	指责	bn:00066603n	False
wf	--	--	 	 	 	 
wf	gained	gain	 	 	 	 
wf	renewed	renew	 	 	 	 
d000.s001.s004	focus	focus	N	关注	关注	bn:00017153n	False
d000.s001.s005	Friday	friday	N	周五	周五	bn:00036512n	True
wf	with	with	 	 	 	 
wf	the	the	 	 	 	 
d000.s001.s006	release	release	N	发布	发布	bn:00067024n	False
wf	of	of	 	 	 	 
wf	a	a	 	 	 	 
d000.s001.s007	document	document	N	文件	文件	bn:00028015n	True
wf	outlining	outline	 	 	 	 
wf	ambitious	ambitious	 	 	 	 
wf	greenhouse-gas	greenhouse-gas	 	 	 	 
d000.s001.s008	reductions	reduction	N	减排	减排	bn:00025780n	False
wf	over	over	 	 	 	 
wf	the	the	 	 	 	 
wf	next	next	 	 	 	 
wf	40	40	 	 	 	 
d000.s001.s009	years	year	N	40年	40年	bn:00078738n	False
wf	,	,	 	 	 	 
wf	with	with	 	 	 	 
wf	industrialized	industrialize	 	 	 	 
wf	nations	nation	 	 	 	 
wf	shouldering	shoulder	 	 	 	 
wf	most	most	 	 	 	 
wf	of	of	 	 	 	 
wf	the	the	 	 	 	 
d000.s001.s010	burden	burden	N	负担	负担	bn:00013941n	True
wf	in	in	 	 	 	 
wf	the	the	 	 	 	 
wf	near	near	 	 	 	 
wf	.	.	 	 	 	 
wf	The	the	 	 	 	 
d000.s002.s000	text	text	N	文本	文本	bn:00076732n	True
wf	,	,	 	 	 	 
wf	which	which	 	 	 	 
wf	could	could	 	 	 	 
wf	provide	provide	 	 	 	 
wf	the	the	 	 	 	 
d000.s002.s001	basis	basis	N	基础	基础	bn:00008786n	True
wf	for	for	 	 	 	 
wf	a	a	 	 	 	 
wf	final	final	 	 	 	 
wf	political	political	 	 	 	 
d000.s002.s002	deal	deal	N	协议	协议	bn:00008568n	False
wf	to	to	 	 	 	 
wf	regulate	regulate	 	 	 	 
d000.s002.s003	greenhouse gases	greenhouse_gas	N	气体	气体	bn:00041712n	False
wf	,	,	 	 	 	 
wf	highlighted	highlight	 	 	 	 
wf	the	the	 	 	 	 
wf	remaining	remain	 	 	 	 
d000.s002.s004	obstacles	obstacle	N	障碍	障碍	bn:00058511n	True
wf	as	as	 	 	 	 
wf	much	much	 	 	 	 
wf	as	as	 	 	 	 
wf	it	it	 	 	 	 
wf	illuminated	illuminate	 	 	 	 
wf	a	a	 	 	 	 
d000.s002.s005	path	path	N	道路	道路	bn:00061005n	True
wf	forward	forward	 	 	 	 
wf	.	.	 	 	 	 
wf	But	but	 	 	 	 
wf	it	it	 	 	 	 
wf	was	be	 	 	 	 
wf	seen	see	 	 	 	 
wf	as	as	 	 	 	 
wf	an	a	 	 	 	 
wf	important	important	 	 	 	 
d000.s003.s000	advance	advance	N	进展	进展	bn:00001549n	False
wf	in	in	 	 	 	 
wf	a	a	 	 	 	 
d000.s003.s001	negotiation	negotiation	N	谈判	谈判	bn:00026838n	True
wf	that	that	 	 	 	 
wf	is	be	 	 	 	 
wf	running	run	 	 	 	 
wf	out	out	 	 	 	 
wf	of	of	 	 	 	 
d000.s003.s002	time	time	N	时间	时间	bn:00077267n	True
wf	,	,	 	 	 	 
wf	with	with	 	 	 	 
wf	more	more	 	 	 	 
wf	than	than	 	 	 	 
wf	100	100	 	 	 	 
d000.s003.s003	world	world	N	世界	世界	bn:00045153n	True
d000.s003.s004	leaders	leader	N	领导人	领导人	bn:00050371n	True
wf	arriving	arrive	 	 	 	 
wf	in	in	 	 	 	 
d000.s003.s005	Copenhagen	copenhagen	N	哥本哈根	哥本哈根	bn:00022479n	True
wf	next	next	 	 	 	 
wf	.	.	 	 	 	 
wf	Forged	forge	 	 	 	 
wf	by	by	 	 	 	 
wf	a	a	 	 	 	 
wf	U.N.	u.n.	 	 	 	 
wf	ad-hoc	ad-hoc	 	 	 	 
d000.s004.s000	working group	working_group	N	工作组	工作组	bn:00081604n	False
wf	,	,	 	 	 	 
wf	the	the	 	 	 	 
d000.s004.s001	text	text	N	文本	文本	bn:00076732n	True
wf	is	be	 	 	 	 
wf	silent	silent	 	 	 	 
wf	on	on	 	 	 	 
wf	how	how	 	 	 	 
wf	much	much	 	 	 	 
d000.s004.s002	money	money	N	钱	钱	bn:00055644n	True
wf	rich	rich	 	 	 	 
d000.s004.s003	countries	country	N	国家	国家	bn:00023236n	True
wf	would	would	 	 	 	 
wf	give	give	 	 	 	 
wf	poor	poor	 	 	 	 
wf	to	to	 	 	 	 
wf	cope	cope	 	 	 	 
wf	with	with	 	 	 	 
d000.s004.s005	global warming	global_warming	N	变暖	变暖	bn:00040681n	False
wf	over	over	 	 	 	 
wf	the	the	 	 	 	 
wf	short	short	 	 	 	 
wf	and	and	 	 	 	 
wf	long	long	 	 	 	 
d000.s004.s006	term	term	N	内	内	bn:00076588n	False
wf	.	.	 	 	 	 
wf	And	and	 	 	 	 
wf	it	it	 	 	 	 
wf	provides	provide	 	 	 	 
wf	a	a	 	 	 	 
wf	of	of	 	 	 	 
d000.s005.s001	options	option	N	选择	选择	bn:00003132n	True
wf	for	for	 	 	 	 
wf	the	the	 	 	 	 
wf	key	key	 	 	 	 
d000.s005.s002	questions	question	N	问题	问题	bn:00043267n	True
wf	,	,	 	 	 	 
wf	including	include	 	 	 	 
wf	how	how	 	 	 	 
wf	developed	developed	 	 	 	 
wf	and	and	 	 	 	 
wf	major	major	 	 	 	 
wf	emerging	emerge	 	 	 	 
wf	economies	economy	 	 	 	 
wf	would	would	 	 	 	 
wf	cut	cut	 	 	 	 
wf	their	they	 	 	 	 
wf	carbon	carbon	 	 	 	 
wf	output	output	 	 	 	 
wf	,	,	 	 	 	 
wf	and	and	 	 	 	 
wf	what	what	 	 	 	 
wf	would	would	 	 	 	 
wf	be	be	 	 	 	 
wf	the	the	 	 	 	 
d000.s005.s003	upper limit	upper_limit	N	经济体	经济体	bn:00053933n	False
wf	of	of	 	 	 	 
wf	global	global	 	 	 	 
d000.s005.s004	temperature	temperature	N	气温	气温	bn:00076457n	False
wf	that	that	 	 	 	 
wf	policymakers	policymaker	 	 	 	 
wf	would	would	 	 	 	 
wf	be	be	 	 	 	 
wf	willing	willing	 	 	 	 
wf	to	to	 	 	 	 
wf	tolerate	tolerate	 	 	 	 
wf	.	.	 	 	 	 
wf	It	it	 	 	 	 
wf	gives	give	 	 	 	 
wf	a	a	 	 	 	 
d000.s006.s000	lot	lot	N	很	很	bn:00008985n	False
wf	of	of	 	 	 	 
d000.s006.s001	flexibility	flexibility	N	灵活性	灵活性	bn:00035190n	True
wf	to	to	 	 	 	 
wf	the	the	 	 	 	 
d000.s006.s002	process	process	N	过程	过程	bn:00064536n	True
wf	,	,	 	 	 	 
wf	said	say	 	 	 	 
wf	John	john	 	 	 	 
wf	Coequyt	coequyt	 	 	 	 
wf	,	,	 	 	 	 
wf	senior	senior	 	 	 	 
d000.s006.s003	Washington	washington	N	华盛顿	华盛顿	bn:00015501n	True
d000.s006.s004	representative	representative	N	代表	代表	bn:00047203n	True
wf	for	for	 	 	 	 
wf	the	the	 	 	 	 
wf	Sierra	sierra	 	 	 	 
wf	Club	club	 	 	 	 
wf	.	.	 	 	 	 
wf	Michael	michael	 	 	 	 
wf	Zammit	zammit	 	 	 	 
wf	Cutajar	cutajar	 	 	 	 
wf	,	,	 	 	 	 
wf	who	who	 	 	 	 
wf	drafted	draft	 	 	 	 
wf	the	the	 	 	 	 
wf	six-page	six-page	 	 	 	 
d000.s007.s000	document	document	N	文件	文件	bn:00028015n	True
wf	,	,	 	 	 	 
wf	boiled	boil	 	 	 	 
wf	down	down	 	 	 	 
wf	a	a	 	 	 	 
wf	180-page	180-page	 	 	 	 
d000.s007.s001	negotiation	negotiation	N	谈判	谈判	bn:00026838n	True
d000.s007.s002	text	text	N	文本	文本	bn:00076732n	True
wf	to	to	 	 	 	 
wf	focus	focus	 	 	 	 
wf	on	on	 	 	 	 
wf	what	what	 	 	 	 
wf	the	the	 	 	 	 
wf	U.N.	u.n.	 	 	 	 
wf	's	's	 	 	 	 
wf	top	top	 	 	 	 
d000.s007.s003	climate	climate	N	气候	气候	bn:00019780n	True
d000.s007.s004	official	official	N	官员	官员	bn:00036837n	True
wf	,	,	 	 	 	 
wf	Yvo	yvo	 	 	 	 
wf	de	de	 	 	 	 
wf	Boer	boer	 	 	 	 
wf	,	,	 	 	 	 
wf	described	describe	 	 	 	 
wf	as	as	 	 	 	 
wf	``	``	 	 	 	 
wf	the	the	 	 	 	 
wf	big	big	 	 	 	 
wf	.	.	 	 	 	 
wf	''	''	 	 	 	 
wf	It	it	 	 	 	 
wf	shows	show	 	 	 	 
wf	the	the	 	 	 	 
d000.s008.s000	outlines	outline	N	大纲	大纲	bn:00059783n	True
wf	for	for	 	 	 	 
wf	a	a	 	 	 	 
wf	possible	possible	 	 	 	 
d000.s008.s001	deal	deal	N	协议	协议	bn:00008568n	False
wf	,	,	 	 	 	 
wf	in	in	 	 	 	 
wf	which	which	 	 	 	 
wf	industrial	industrial	 	 	 	 
wf	nations	nation	 	 	 	 
wf	would	would	 	 	 	 
wf	collectively	collectively	 	 	 	 
wf	cut	cut	 	 	 	 
wf	their	they	 	 	 	 
d000.s008.s002	emissions	emission	N	排放量	排放量	bn:00027473n	False
wf	by	by	 	 	 	 
wf	2020	2020	 	 	 	 
wf	by	by	 	 	 	 
wf	25	25	 	 	 	 
wf	to	to	 	 	 	 
wf	45	45	 	 	 	 
wf	compared	compare	 	 	 	 
wf	with	with	 	 	 	 
wf	1990	1990	 	 	 	 
d000.s008.s004	levels	level	N	水平	水平	bn:00025966n	True
wf	,	,	 	 	 	 
wf	while	while	 	 	 	 
wf	major	major	 	 	 	 
d000.s008.s005	developing countries	developing_country	N	发展中国家	发展中国家	bn:00026694n	False
wf	would	would	 	 	 	 
wf	reduce	reduce	 	 	 	 
wf	theirs	theirs	 	 	 	 
wf	during	during	 	 	 	 
wf	the	the	 	 	 	 
wf	same	same	 	 	 	 
wf	by	by	 	 	 	 
wf	15	15	 	 	 	 
wf	to	to	 	 	 	 
wf	30	30	 	 	 	 
wf	.	.	 	 	 	 
wf	Together	together	 	 	 	 
wf	,	,	 	 	 	 
wf	the	the	 	 	 	 
d000.s009.s000	countries	country	N	国家	国家	bn:00023236n	True
wf	would	would	 	 	 	 
wf	cut	cut	 	 	 	 
d000.s009.s001	emissions	emission	N	排放量	排放量	bn:00027473n	False
wf	between	between	 	 	 	 
wf	50	50	 	 	 	 
wf	and	and	 	 	 	 
wf	95	95	 	 	 	 
wf	by	by	 	 	 	 
wf	2050	2050	 	 	 	 
wf	.	.	 	 	 	 
wf	The	the	 	 	 	 
d000.s010.s000	European Union	european_union	N	欧盟	欧盟	bn:00021127n	False
wf	gave	give	 	 	 	 
wf	the	the	 	 	 	 
d000.s010.s001	talks	talk	N	会谈	会谈	bn:00075965n	False
wf	a	a	 	 	 	 
d000.s010.s002	boost	boost	N	推动	推动	bn:00012159n	False
wf	as	as	 	 	 	 
wf	well	well	 	 	 	 
wf	on	on	 	 	 	 
d000.s010.s003	Friday	friday	N	周五	周五	bn:00036512n	True
wf	by	by	 	 	 	 
wf	pledging	pledge	 	 	 	 
wf	to	to	 	 	 	 
wf	provide	provide	 	 	 	 
wf	$	$	 	 	 	 
wf	3.6	3.6	 	 	 	 
wf	billion	billion	 	 	 	 
wf	a	a	 	 	 	 
wf	over	over	 	 	 	 
wf	the	the	 	 	 	 
wf	next	next	 	 	 	 
wf	three	three	 	 	 	 
wf	to	to	 	 	 	 
wf	help	help	 	 	 	 
wf	poorer	poorer	 	 	 	 
d000.s010.s006	countries	country	N	国家	国家	bn:00023236n	True
wf	adapt	adapt	 	 	 	 
wf	to	to	 	 	 	 
wf	the	the	 	 	 	 
d000.s010.s007	impact	impact	N	影响	影响	bn:00046065n	False
wf	of	of	 	 	 	 
d000.s010.s008	climate change	climate_change	N	气候	气候	bn:00019782n	False
wf	--	--	 	 	 	 
wf	from	from	 	 	 	 
wf	coping	cope	 	 	 	 
wf	with	with	 	 	 	 
d000.s010.s009	flood	flood	N	洪水	洪水	bn:00002954n	True
wf	and	and	 	 	 	 
d000.s010.s010	drought	drought	N	干旱	干旱	bn:00028863n	True
wf	to	to	 	 	 	 
wf	avoiding	avoid	 	 	 	 
d000.s010.s011	deforestation	deforestation	N	砍伐	砍伐	bn:00025949n	False
wf	.	.	 	 	 	 
